"","Vote ID","Parameter","Kommission","Mittelwert","CI (unten)","CI (oben)","Abstimmungstitel"
"178","12754","discrimination","FK",-2.71240168975755,-3.75286247322018,-1.83210605035968,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"179","12755","discrimination","FK",-2.5648114777527,-3.6184743581433,-1.76018831259826,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"180","12755","difficulty","FK",-1.53068988930502,-2.27775689244796,-0.881940657073939,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"181","12756","discrimination","FK",1.0275815481474,0.764024542551928,1.34229993210747,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"182","12756","difficulty","FK",-1.00002250215398,-1.50424150826691,-0.526746850923185,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"183","12757","discrimination","FK",0.86144175734035,0.63181692053568,1.12560904463935,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"184","12757","difficulty","FK",-0.959515326030576,-1.42509527061461,-0.527223422598541,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"185","12758","difficulty","FK",-1.61698237232256,-2.01748743978513,-1.24125254083686,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"186","12758","discrimination","FK",-0.0128541408230245,-0.157057006236034,0.131716405711257,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"187","12759","difficulty","FK",-0.606966065405557,-0.9384495436432,-0.274864678306305,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"188","12759","discrimination","FK",0.344763942767956,0.216798751158412,0.479126357527157,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"189","12762","difficulty","SPK",3.82302235413381,2.85303728097317,4.90681486372531,""
"190","12762","discrimination","SPK",-2.18996757418497,-2.78374409952285,-1.65979634743548,""
"191","12763","difficulty","SPK",2.61377155705113,1.84955336884926,3.437136019923,""
"192","12763","discrimination","SPK",-2.69663493376493,-3.68719617002908,-1.89631138666077,""
"193","12765","discrimination","SPK",-2.16057181813568,-2.75315109731301,-1.63733388610597,""
"194","12765","difficulty","SPK",3.67180013080304,2.72297701254128,4.68868231041796,""
"195","12766","discrimination","SPK",-1.62087351239466,-2.21547468224521,-1.16242619510415,""
"196","12766","difficulty","SPK",0.715983235520459,0.209929112554573,1.25928497570883,""
"197","12767","discrimination","SPK",-2.72345137593641,-3.76347123071396,-1.95968198420359,""
